日期\时间,0:00-0:10,0:10-0:20,0:20-0:30,0:30-0:40,0:40-0:50,0:50-1:00,1:00-1:10,1:10-1:20,1:20-1:30,1:30-1:40,1:40-1:50,1:50-2:00,2:00-2:10,2:10-2:20,2:20-2:30,2:30-2:40,2:40-2:50,2:50-3:00,3:00-3:10,3:10-3:20,3:20-3:30,3:30-3:40,3:40-3:50,3:50-4:00,4:00-4:10,4:10-4:20,4:20-4:30,4:30-4:40,4:40-4:50,4:50-5:00,5:00-5:10,5:10-5:20,5:20-5:30,5:30-5:40,5:40-5:50,5:50-6:00,6:00-6:10,6:10-6:20,6:20-6:30,6:30-6:40,6:40-6:50,6:50-7:00,7:00-7:10,7:10-7:20,7:20-7:30,7:30-7:40,7:40-7:50,7:50-8:00,8:00-8:10,8:10-8:20,8:20-8:30,8:30-8:40,8:40-8:50,8:50-9:00,9:00-9:10,9:10-9:20,9:20-9:30,9:30-9:40,9:40-9:50,9:50-10:00,10:00-10:10,10:10-10:20,10:20-10:30,10:30-10:40,10:40-10:50,10:50-11:00,11:00-11:10,11:10-11:20,11:20-11:30,11:30-11:40,11:40-11:50,11:50-12:00,12:00-12:10,12:10-12:20,12:20-12:30,12:30-12:40,12:40-12:50,12:50-13:00,13:00-13:10,13:10-13:20,13:20-13:30,13:30-13:40,13:40-13:50,13:50-14:00,14:00-14:10,14:10-14:20,14:20-14:30,14:30-14:40,14:40-14:50,14:50-15:00,15:00-15:10,15:10-15:20,15:20-15:30,15:30-15:40,15:40-15:50,15:50-16:00,16:00-16:10,16:10-16:20,16:20-16:30,16:30-16:40,16:40-16:50,16:50-17:00,17:00-17:10,17:10-17:20,17:20-17:30,17:30-17:40,17:40-17:50,17:50-18:00,18:00-18:10,18:10-18:20,18:20-18:30,18:30-18:40,18:40-18:50,18:50-19:00,19:00-19:10,19:10-19:20,19:20-19:30,19:30-19:40,19:40-19:50,19:50-20:00,20:00-20:10,20:10-20:20,20:20-20:30,20:30-20:40,20:40-20:50,20:50-21:00,21:00-21:10,21:10-21:20,21:20-21:30,21:30-21:40,21:40-21:50,21:50-22:00,22:00-22:10,22:10-22:20,22:20-22:30,22:30-22:40,22:40-22:50,22:50-23:00,23:00-23:10,23:10-23:20,23:20-23:30,23:30-23:40,23:40-23:50,23:50-24:00,全天购电量,全天购电费
2025-02-01,1319.5373666666665,475.2642666666665,1312.3283333333331,1351.769033333333,519.8043833333334,522.73665,522.7362333333333,527.3798361111112,507.76166666666677,537.7638166666666,541.7169833333332,1372.7933333333333,1037.881898451892,561.7299166666666,543.4983333333334,533.398,534.4887166666667,560.3516666666666,550.0832333333333,543.5911666666667,547.0816666666665,557.9899833333333,559.5232166666666,569.7850000000001,559.4245666666667,560.6017166666666,578.9629166666666,590.77855,589.9869166666666,588.4066666666666,565.1056,578.2949499999999,595.2533333333333,622.0495194444444,631.0226999999999,584.5283333333333,0.0,71.53586113333586,0.0,575.5147388888889,0.0,0.0,0.0,0.0,557.712375,485.97535888888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.8633083333335,0.0,0.0,0.0,0.0,0.0,0.0,94.04939098079888,577.1821833333336,571.7881500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.4840499999999,714.4479230109737,290.29172222222235,311.11198333333334,354.98850555555555,389.3216527777778,446.04200000000003,455.3275527777777,488.04480555555546,539.1749416666667,526.9028166666668,498.12688333333335,459.3648,484.75568333333337,491.09134444444436,472.66679166666654,485.3244333333335,489.577,0.0,0.0,294.02581916666566,0.0,521.8481333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.99655,535.80385,501.04054999999994,513.8166666666666,290.84566194444426,460.32375555555586,1297.1366666666665,1273.7498833333332,444.8259833333332,1315.152222222222,489.5447320987652,450.00576666666655,1285.3799999999999,1251.7300999999998,1269.2183833333333,1298.6730555555553,468.5793166666667,515.0414166666667,0.0,50271.81524012021,23115.25401146495
2025-02-02,634.9022499999999,1466.0970499999999,1469.0416666666665,1460.9259166666666,635.0249166666666,681.0150000000001,668.66995,675.3416,675.7633333333333,654.6407166666665,640.3007166666666,679.465,705.9584999999998,729.7508833333333,711.0833333333334,692.0309500000001,663.4725166666667,659.3766666666666,663.9914666666666,707.0996166666666,904.1210461591207,733.2096,721.9049499999999,739.3383333333335,741.2849666666668,729.4287666666667,734.6250000000001,766.2252000000001,752.7962499999999,716.6083333333332,744.0416166666666,759.3869,738.34,1591.218936111111,868.0396499999999,945.7633333333333,248.97030277777753,935.2073833333332,931.7325666666665,899.8554888888889,894.6500444444446,901.6184333333335,876.3810555555556,853.9576922222221,816.3881833333334,1523.9604311111111,763.1520611111112,104.06246666666686,64.33956944444446,0.0,0.0,0.0,638.4690694444442,197.72323319444132,558.9587166666668,542.6032166666665,487.1210833333332,480.9382944444444,480.95415277777784,0.0,0.0,0.0,0.0,0.0,259.992852569445,233.24251666666646,1040.274375,330.2946684670813,1090.3060500000001,1039.6777611111113,992.8302805555552,997.8651333333335,998.2465,1032.3968055555554,1009.1088583333333,980.0050444444446,179.28474722222245,240.52375000000006,228.92880833333345,228.37441666666643,292.4552500000002,324.8509222222219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.257483333333,1368.7424638888888,1409.4908777777778,1485.9081499999998,997.5125436213984,727.6405750000001,784.6625666666666,830.5274222222222,867.3694944444443,903.0133500000001,928.7992111111114,990.6134805555553,1030.8343833333333,1041.1493249999999,1046.3586277777777,1070.4867749999999,1109.3867666666667,966.2343416666668,759.2966666666666,734.5722166666668,780.9769333333331,747.3016666666667,792.5628,810.8657666666666,0.0,0.0,356.9243408888877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.3496867499996,755.5883333333334,761.4062666666666,754.8670833333332,768.2723666666665,533.9586154722226,646.8257561111112,1438.9733333333334,1423.5055333333332,1425.9601833333331,696.0148056241432,593.2230166666667,620.9938499999998,1461.1977777777774,591.1294333333334,1453.8053166666666,1491.1999999999998,631.2864333333333,622.87185,646.1466666666668,95644.05165552451,69729.96325205342
2025-02-03,618.0340666666666,1432.567183333333,1461.3983333333333,1458.4463333333333,612.6130166666667,660.9950000000001,645.1396833333334,665.3308000000001,680.0383333333334,698.3026333333332,681.0524,1513.3283333333331,664.6378666666667,672.8073166666666,672.8149999999999,718.5204833333333,741.7281249999997,726.8466666666665,679.7527,667.6894333333332,679.3566666666666,705.255,727.4140666666665,757.5516666666666,729.0038000000001,732.3332666666666,449.6363892222231,752.7691499999999,741.0815,747.6983333333333,732.2226,735.3888166666666,746.8233333333335,1568.7671766666663,818.265,932.6866666666667,260.7263055555553,961.4582222222222,957.6347000000001,907.3062500000001,889.7068305555556,902.6979833333335,862.2313277777778,815.9437366666666,746.3608083333335,1485.3645055555558,719.3479944444443,55.77503333333334,0.0,0.0,0.0,0.0,116.3736961111083,571.7801833333333,539.9303472222224,517.0553055555554,506.7154250000001,466.4577166666668,438.21609166666656,0.0,0.0,0.0,0.0,0.0,275.8039280555564,290.85973333333334,1101.671625,1126.5651555555553,1186.3777833333334,336.0762506172873,1043.0181972222217,1066.4830499999998,1063.1791194444445,1079.6195777777773,1046.185283333333,1036.2736388888886,256.77087777777797,328.3236833333333,328.6705888888889,301.3045944444441,331.251383333333,392.8651666666667,470.2664638888889,0.0,0.0,0.0,0.0,0.0,0.0,1452.8005666666668,1410.1981111111113,1412.3133888888888,1494.2527916666666,1313.7576397119335,762.348036111111,813.2054333333333,829.0280083333331,830.2410166666666,875.6961249999998,902.8689666666667,951.4994055555554,1003.3456500000002,1003.7047777777778,1016.3865833333333,1062.516033333333,1101.980372222222,969.1048527777778,782.2499999999998,728.5956000000001,758.0003999999998,728.2799999999999,749.4448,753.4024833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.04495733333187,0.0,668.7527076666665,749.73,769.7481499999999,777.2237166666665,805.5240333333331,585.837019,676.7693399999999,1451.2416666666663,1449.7892666666667,621.6642833333333,1438.7866666666664,1430.9533666666666,1441.5306833333332,1438.2227777777775,601.1924000000001,627.7704166666665,655.8733333333333,670.4521666666667,636.3422833333334,707.1338951989025,97292.749877917,72061.49870508906
2025-02-04,647.8453999999999,645.7840833333332,1444.2549999999999,1465.4241333333332,1044.3196482167382,702.5133333333333,698.9107333333334,710.9850333333334,1521.5149999999999,677.4984666666666,693.4437333333333,731.8416666666666,659.3090000000001,664.632,709.8966666666665,697.9368499999999,708.9711083333332,743.9166666666665,699.1337166666666,697.6220833333333,737.7599999999999,739.17925,699.9382666666666,698.3233333333332,718.4877166666668,753.7163166666667,783.2566666666668,757.3398166666666,718.8306066666667,715.4166666666666,752.3611833333334,796.4076833333334,785.2450000000001,1546.5436766666667,774.0495999999999,918.5500000000002,944.6786638888887,932.5976055555554,892.4923416666668,912.0152333333333,907.9405722222223,869.3082666666668,863.1304527777777,849.085977777778,769.0551833333335,673.1375222222224,759.3355194444445,113.40183333333334,40.04050277777799,0.0,0.0,0.0,91.01717040277629,684.7153666666665,641.6569861111113,586.0743333333332,530.726375,504.4725722222222,474.98586944444446,0.0,0.0,354.1453833333335,344.50344166666696,0.0,312.0738694444444,312.89501603224033,1092.4442861111113,237.49669444444453,1114.501,1129.5289055555556,1073.8602527777775,1010.16205,1032.2517777777778,1100.3656944444442,1073.6988749999998,1037.6634388888888,266.7156027777778,373.7485333333334,337.8230805555554,345.4241611111113,424.991308333333,454.2670277777779,484.2126694444444,0.0,0.0,0.0,0.0,0.0,0.0,1628.5289500000003,1601.4669694444444,1596.6651555555554,1633.1814999999997,1694.5706777777775,1108.940097873799,873.3044666666667,861.1907638888888,878.7180111111111,951.1419583333333,972.6881722222222,990.1630833333331,1016.4099500000001,1033.5045277777779,1052.0978833333331,1072.0815166666666,1130.2660555555553,991.9896027777778,775.3183333333332,732.6525,780.1320666666664,747.8533333333335,745.7356333333333,766.2119833333333,0.0,0.0,0.0,0.0,0.0,0.0,431.7581404444446,0.0,0.0,0.0,0.0,664.0427785833335,762.2349999999999,775.17485,751.6834499999998,763.2123666666665,581.6001391944445,683.1135905555556,1436.8566666666666,1405.3077666666666,556.8585999999998,1383.02,1421.4153833333332,637.2554333333333,635.3377777777777,1436.7555499999999,1446.0883,638.1416666666668,641.8214833333333,633.8086833333332,738.457467283951,100472.55980969839,75707.30831898208
2025-02-05,888.1833871536353,612.1099166666665,652.1816666666666,1487.8364499999998,1472.9863333333333,677.3616666666667,647.3935166666668,663.8100833333334,1507.66,667.2319666666666,647.2294166666667,672.1883333333333,675.9144666666667,706.8330833333332,701.4833333333332,673.7395833333333,692.6243249999999,733.8499999999999,687.6750666666667,674.2643,699.1466666666665,699.4887833333333,692.8898166666665,731.0433333333332,742.0551666666668,732.2832500000001,730.2950000000001,730.7927,729.0366566666667,727.8499999999999,728.3029166666666,750.1499666666666,760.9133333333334,1573.2342599999997,835.5757166666667,955.9200000000001,897.0094972222221,867.5381888888887,889.1548416666668,939.8929166666667,928.7093388888889,854.7982666666668,801.2884083333332,791.8235055555556,754.9146666666668,663.0041944444445,743.8311805555555,109.37079999999992,51.683397222222425,0.0,0.0,0.0,160.86396069444368,690.9222999999997,612.8367222222225,535.0571055555554,518.336,521.5217666666666,503.69550000000015,0.0,0.0,323.7016388888891,308.48046666666687,0.0,238.99796763888884,221.94361499999988,1005.6552222222222,169.93976526063676,1012.7974916666667,998.5675166666667,959.1846666666661,927.2378833333335,908.1173777777776,936.5523444444441,933.4776249999998,948.4358388888888,181.2974861111113,246.27403333333336,237.81823611111076,227.17183888888906,251.84782499999983,264.1082000000001,11.207529999997064,0.0,0.0,0.0,0.0,0.0,0.0,1447.7515833333337,1428.6897361111112,1464.5448388888888,1527.4151499999998,700.4502611111112,729.009438888889,784.8841333333332,799.1125888888889,830.0138944444443,901.1562833333332,879.1385555555555,922.0338250000001,1029.4789333333333,1046.0974527777778,1031.51875,1023.1676749999999,1058.3011222222221,944.1133611111111,772.4266666666665,718.4779833333333,747.9664333333333,730.6766666666667,761.7862000000001,760.1645333333332,0.0,0.0,0.0,0.0,0.0,0.0,168.53772355555384,0.0,0.0,0.0,0.0,687.5073328333332,766.805,746.2366499999999,741.2606499999998,798.3156999999999,612.3689760555562,712.4573077777777,665.2383333333332,1452.9025499999998,585.5830333333331,1406.7338888888887,1400.4671166666667,1439.4195666666665,622.2227777777777,1429.94645,1426.3471166666664,740.1186305898495,622.0430833333332,627.8409499999999,621.2633333333332,94422.59382711523,70584.99288176559
2025-02-06,1416.307733333333,1425.2633166666665,1135.7157617009616,1503.92115,673.1321,689.2583333333334,665.8374666666667,680.1702166666666,677.4416666666668,685.9028333333332,676.59345,693.4749999999999,688.6297666666667,702.9803333333333,677.5366666666666,646.6935833333333,687.5585249999998,752.0883333333334,697.1656833333333,682.9257166666667,721.8499999999999,718.44095,704.7885999999999,735.5733333333333,728.5326166666667,720.1395333333332,744.475,761.5177166666667,715.6775733333334,666.3483333333332,720.1083833333333,761.3462666666666,734.7900000000002,1562.4834266666667,838.74235,958.9450000000002,259.3980555555553,932.529961111111,927.4227166666667,910.9838,885.4453638888889,856.4456833333335,827.2074138888888,793.1146166666667,739.7720500000001,1538.26305,785.6096916666667,101.1564833333332,62.12148055555576,0.0,0.0,0.0,0.0,348.29523199999903,557.3328472222224,526.4916722222221,519.4152916666667,490.49728333333337,482.92157499999985,0.0,0.0,338.8370111111111,279.4504499999998,0.0,245.3339361111107,227.5941333333335,1066.9572694444444,275.8162844478758,1170.5982916666667,1174.1956611111111,1175.973505555555,1198.9669666666666,1152.6300527777778,1196.5240388888888,1189.2512083333334,1125.2632166666665,283.5214500000002,371.1475333333332,410.06568055555533,412.53497777777795,429.025658333333,466.7892944444445,249.15733555555698,0.0,0.0,0.0,0.0,0.0,0.0,1581.612116666667,1561.931336111111,1574.3239888888888,1611.6864999999998,1649.8793944444442,1662.0362388888889,845.2729666666667,917.8635638888887,927.9938944444443,914.285658333333,935.1986388888887,983.3362500000001,1022.0921833333335,1045.4933555555554,1057.1562055555553,1057.1616250000002,1083.5686999999998,956.7040583333333,774.5049999999999,729.8994666666667,777.1892833333333,780.785,778.2023999999999,769.7609333333332,0.0,0.0,0.0,0.0,0.0,0.0,438.051456666664,0.0,0.0,0.0,0.0,687.9925704166665,771.3033333333334,745.1833666666666,725.1772666666666,778.9673666666665,624.5342629166665,712.6464083333334,1470.0066666666667,1433.2332166666665,588.9077833333331,591.1888888888888,583.8228666666666,720.7250706790119,1415.7027777777776,1426.6238333333333,619.3813499999999,626.9966666666667,631.5063333333333,1405.1478666666665,1318.6583333333333,100550.11138827227,75018.42266032382
2025-02-07,1289.8372333333332,1337.849983333333,523.3583333333333,494.3563333333333,467.9272833333333,1348.7983333333332,779.6172534979466,478.3576333333334,484.7933333333334,535.7796333333332,535.0515,515.5233333333332,484.91310000000004,509.8695499999999,524.7099999999999,528.1802166666666,546.9645916666665,582.3366666666666,583.7275666666667,572.2011833333333,546.9799999999999,540.25695,539.3277166666664,579.9066666666665,607.1561833333334,590.5375833333334,561.9683333333334,556.82355,0.0,529.5583333333334,560.8289833333333,607.8866499999999,1452.6866666666667,1424.8534599999998,575.1337833333333,572.4466666666667,0.0,613.6048,26.246944444442192,568.7014111111112,0.0,0.0,0.0,567.8077000000001,499.39629166666685,471.5224666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.2471500000001,0.0,0.0,560.3304444444444,197.83183606996624,0.0,0.0,0.0,0.0,548.0895611111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.7157500000003,566.4286795953376,268.30296111111113,294.0570833333333,302.9156388888889,327.3233277777779,369.77216666666664,404.15376111111107,449.12442222222217,517.0599,497.3763611111112,470.68510277777784,463.99480000000017,455.08809166666674,486.33872777777765,501.16210000000007,464.2648444444443,462.60273888888884,0.0,0.0,0.0,449.22333333333324,81.94484099999863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.5199999999999,479.5277833333333,536.0653333333332,550.7716666666665,297.22901644444494,432.5612255555556,1286.5716666666665,1261.1624166666666,418.02808333333326,427.27666666666664,410.4233833333333,551.3872416666671,445.04944444444436,429.9690666666668,1262.1340333333333,1272.9633333333334,463.77666666666664,1296.0482666666664,1281.8083333333334,49578.09145382991,22749.33739708914
2025-02-08,1270.8463333333334,443.99889999999994,1268.615,1291.0666666666666,523.910268621399,448.62833333333333,464.70173333333344,483.6388666666666,480.4366666666668,509.2535666666667,477.78323333333327,1282.0666666666666,1301.45095,523.0795166666664,535.1383333333333,499.6707666666666,494.5480916666665,523.2349999999999,509.26865,510.69713333333334,531.7633333333333,565.7276333333333,544.0066833333333,522.2283333333332,523.8632166666666,535.31765,547.8533333333334,544.0376166666666,534.7396233333334,520.8016666666667,514.3771,531.1144333333334,563.9616666666668,586.9682933333332,582.5431333333333,0.0,0.0,0.0,61.5166921388863,499.40214444444445,0.0,0.0,0.0,0.0,408.4689999999998,411.1482166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8452333333332263,50.543894444444504,99.95093333333352,108.08222777777769,145.32285766666993,161.1737,221.64116111111105,269.57270555555544,344.2815333333331,398.7951944444445,409.867936111111,396.49653333333345,406.0629083333334,434.0192777777776,432.63230833333324,455.19574444444424,451.9499888888888,0.0,0.0,0.0,0.0,387.35622283333373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.865,523.5991833333333,534.3135166666666,506.5216666666666,288.78363663888877,414.15859277777776,1264.8433333333332,1245.7314499999998,1227.6472833333332,1222.1233333333332,396.4900666666666,446.4502583333333,1311.7549999999999,1258.2993666666666,466.7578242112487,1281.27,425.26578333333333,481.0351833333333,0.0,42327.57528655487,18439.696670350902
2025-02-09,614.1466833333334,1443.6593999999998,1442.4916666666666,1446.874733333333,615.2489833333333,638.65,634.7995500000001,630.1654833333333,665.3517212962961,629.1399666666667,654.0529666666665,679.9949999999999,628.2545833333334,644.3791833333332,676.4316666666667,637.6506333333333,664.7730666666666,729.0349999999999,676.1603666666666,646.8141166666666,1515.0749999999998,698.1257999999999,693.0910833333332,676.2666666666665,669.3309999999999,676.5790333333333,693.805,692.7624666666666,695.20485,702.1933333333334,716.6142833333333,711.8187999999999,682.3112499999999,1503.4790666666665,752.77725,890.6733333333333,205.54928333333316,880.8916388888888,878.0401583333335,870.5447333333333,834.5962527777776,784.8513833333334,770.2230416666666,756.8682444444445,697.8517666666667,1474.5149666666666,688.5023388888886,0.0,0.0,0.0,0.0,0.0,0.0,228.3119812500001,590.3615916666664,564.3302555555556,563.499675,533.7813666666667,507.6656916666665,0.0,0.0,460.3348055555555,402.60187499999984,0.0,418.78786944444425,446.6767783950613,1183.2939305555556,451.06906141975475,1156.4301916666664,1155.2551333333336,1048.9089249999997,957.4247333333334,962.3892777777778,1008.3915000000002,987.3975416666665,909.3235277777778,93.6443305555556,181.6459166666666,179.56627222222176,180.75461111111122,223.78660833333333,265.89520555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.18095,1246.3085777777778,1290.479722222222,1077.8547260631008,575.8304555555553,629.7571833333334,702.9839833333333,732.6905027777777,769.2503388888888,848.5840083333331,860.351511111111,897.1811111111111,950.8454999999999,984.0864027777778,999.0155222222222,1032.969466666667,1063.3159555555555,912.1323833333333,710.1983333333333,698.2098333333334,772.2301,782.56,794.1266166666667,778.6190306666678,0.0,0.0,0.0,0.0,0.0,0.0,124.29818933333377,0.0,0.0,0.0,0.0,679.188349833333,722.79,727.7500833333334,738.7328499999999,736.6516666666665,536.3939901666661,628.7404433333332,606.1766666666666,1410.3833,1417.1429999999998,571.2299999999999,560.9900166666666,1406.555875,1421.5,719.91045946502,1414.3118666666664,1419.7833333333333,573.1709333333332,583.9822499999999,615.8816666666667,91859.47260900034,66764.31485375362
2025-02-10,568.6952833333334,1421.4559833333333,1467.5183333333332,619.8561666666665,879.0297635802474,1459.4699999999998,1431.3268,622.1946166666667,1480.293333333333,633.8728833333333,630.4677666666665,689.6483333333332,675.99855,672.5938166666665,0.0,633.6509333333333,1477.8078666666665,662.8683333333333,689.94705,701.6589833333333,701.2683333333332,671.9696833333333,681.6481833333332,717.6050000000001,724.9495666666668,737.0797666666667,0.0,706.7416833333332,673.7276666666666,678.1700000000001,683.5102833333333,689.7233166666666,1526.4129166666664,802.0808530864196,778.9214666666667,900.1366666666665,884.153025,900.0586722222222,235.1176833333334,883.5398833333334,852.1158277777777,832.9314333333334,815.9241055555557,777.6137555555556,691.9707750000002,1453.8936722222224,662.7074749999998,0.0,0.0,0.0,0.0,0.0,0.0,537.7077333333332,0.0,0.0,80.17332006943997,0.0,377.44605597222164,277.08721666666656,242.35649444444448,263.9576722222223,109.83669472222162,0.0,173.75089444444438,959.8518000000001,914.5929138888889,93.89861666666684,976.2902916666665,964.7059166666668,879.9063416666663,821.4814833333332,852.6706833333333,891.987211111111,135.43240618999238,851.0621666666668,68.06144166666695,140.158633333333,103.44840555555538,140.04936111111124,222.4073249999999,215.4380611111112,259.23817499999996,365.3881833333335,350.87061611111096,363.5173111111113,135.1437166666672,0.0,468.49430555555523,513.0871999999999,499.6590638888888,509.9111944444444,1369.8718250000002,609.5409,648.1574472222223,683.4593166666668,751.9282999999999,802.9220499999999,852.9012333333333,873.63525,917.245547222222,957.8362833333332,992.9745000000001,1021.6072166666664,1038.6148583333334,1048.2502444444444,921.9547861111112,0.0,0.0,0.0,0.0,0.0,0.0,723.4449999999999,747.9890166666667,761.9265499999999,0.0,0.0,0.0,104.97784727777855,744.6899999999999,739.1383000000001,761.1149999999999,0.0,665.0983540833334,727.7298833333332,758.1230499999999,763.4768666666665,743.1399999999999,578.1959770277778,653.4216772222221,588.3199999999999,1381.96605,569.0008499999999,589.2433333333332,598.0353666666666,597.203125,1422.5783333333331,1428.8501499999998,586.1197,679.1178120027441,1402.5061333333333,1433.0168333333331,1450.0416666666665,88530.76203290105,62541.47374781735
