date,t,start_time,end_time,interval,price,forecast_price_0,objective_price_0,q0_kwh,active_kwh,load_kwh,pv_kwh,charge_kwh,discharge_kwh,start_soc_kwh,end_soc_kwh,emergency_kwh,spill_kwh,up_kwh,down_kwh,plan_cost,up_cost,down_penalty,refund,emergency_cost,total_cost,storage_loss_kwh,forecast_plan_cost
2025-01-01,0,2025-01-01 00:00:00,2025-01-01 00:10:00,0:00-0:10,0.4527,0.4248,0.4248,1435.3064883333332,1435.3064883333332,588.2882666666667,0.0,833.3333333333333,0.0,6000.0,6750.0,0.0,13.68488833333322,0.0,0.0,649.7632472684999,0.0,0.0,0.0,0.0,649.7632472684999,83.3333333333333,609.718196244
2025-01-01,1,2025-01-01 00:10:00,2025-01-01 00:20:00,0:10-0:20,0.4733,0.4245,0.4245,1434.9796933333332,1434.9796933333332,601.5881166666666,0.0,833.3333333333333,0.0,6750.0,7500.0,0.0,0.05824333333339382,0.0,0.0,679.1758888546666,0.0,0.0,0.0,0.0,679.1758888546666,83.3333333333333,609.1488798199999
2025-01-01,2,2025-01-01 00:20:00,2025-01-01 00:30:00,0:20-0:30,0.4843,0.4269,0.4269,1436.0863758333332,1436.0863758333332,621.0933333333332,0.0,814.9930425,0.0,7500.0,8233.49373825,0.0,0.0,0.0,0.0,695.4966318160833,0.0,0.0,0.0,0.0,695.4966318160833,81.49930424999998,613.06527384325
2025-01-01,3,2025-01-01 00:30:00,2025-01-01 00:40:00,0:30-0:40,0.4541,0.4272,0.4272,1437.860980833333,1437.860980833333,585.1051833333333,0.0,833.3333333333333,0.0,8233.49373825,8983.49373825,0.0,19.422464166666487,0.0,0.0,652.9326713964166,0.0,0.0,0.0,0.0,652.9326713964166,83.3333333333333,614.2542110119999
2025-01-01,4,2025-01-01 00:40:00,2025-01-01 00:50:00,0:40-0:50,0.4266,0.4271,0.4271,1438.6281108333333,1438.6281108333333,583.7604166666666,0.0,833.3333333333333,0.0,8983.49373825,9733.49373825,0.0,21.53436083333338,0.0,0.0,613.7187520814999,0.0,0.0,0.0,0.0,613.7187520814999,83.3333333333333,614.4380661369166
2025-01-01,5,2025-01-01 00:50:00,2025-01-01 01:00:00,0:50-1:00,0.4311,0.4285,0.4285,605.4720175,605.4720175,631.1683333333333,0.0,0.0,25.6963158333333,9733.49373825,9704.942276212962,0.0,0.0,0.0,0.0,261.01898674425,0.0,0.0,0.0,0.0,261.01898674425,2.8551462037037014,259.44475949875
2025-01-01,6,2025-01-01 01:00:00,2025-01-01 01:10:00,1:00-1:10,0.4544,0.4311,0.4311,606.7526849999999,606.7526849999999,650.0534166666666,0.0,0.0,43.30073166666671,9704.942276212962,9656.830352138888,0.0,0.0,0.0,0.0,275.708420064,0.0,0.0,0.0,0.0,275.708420064,4.811192407407414,261.57108250349995
2025-01-01,7,2025-01-01 01:10:00,2025-01-01 01:20:00,1:10-1:20,0.4483,0.4302,0.4302,606.89356,606.89356,652.8062666666666,0.0,0.0,45.91270666666662,9656.830352138888,9605.81623362037,0.0,0.0,0.0,0.0,272.070382948,0.0,0.0,0.0,0.0,272.070382948,5.101411851851849,261.085609512
2025-01-01,8,2025-01-01 01:20:00,2025-01-01 01:30:00,1:20-1:30,0.4251,0.4279,0.4279,940.0527858333332,940.0527858333332,636.2133333333334,0.0,303.8394524999999,0.0,9605.81623362037,9879.27174087037,0.0,0.0,0.0,0.0,399.61643925774996,0.0,0.0,0.0,0.0,399.61643925774996,30.383945249999982,402.2485870580833
2025-01-01,9,2025-01-01 01:30:00,2025-01-01 01:40:00,1:30-1:40,0.444,0.4312,0.4312,609.4362225,609.4362225,588.8356,0.0,20.600622499999986,0.0,9879.27174087037,9897.81230112037,0.0,0.0,0.0,0.0,270.58968279,0.0,0.0,0.0,0.0,270.58968279,2.0600622499999983,262.788899142
2025-01-01,10,2025-01-01 01:40:00,2025-01-01 01:50:00,1:40-1:50,0.478,0.4333,0.4333,611.6397175,611.6397175,615.7768833333333,0.0,0.0,4.13716583333337,9897.81230112037,9893.215450194444,0.0,0.0,0.0,0.0,292.363784965,0.0,0.0,0.0,0.0,292.363784965,0.4596850925925969,265.02348959274997
2025-01-01,11,2025-01-01 01:50:00,2025-01-01 02:00:00,1:50-2:00,0.4941,0.4311,0.4311,612.2277525,612.2277525,677.4549999999999,0.0,0.0,65.22724749999998,9893.215450194444,9820.74073075,0.0,0.0,0.0,0.0,302.50173251024995,0.0,0.0,0.0,0.0,302.50173251024995,7.247471944444445,263.93138410275
2025-01-01,12,2025-01-01 02:00:00,2025-01-01 02:10:00,2:00-2:10,0.484,0.4293,0.4293,613.4151625,613.4151625,635.1118333333333,0.0,0.0,21.696670833333314,9820.74073075,9796.633318712962,0.0,0.0,0.0,0.0,296.89293864999996,0.0,0.0,0.0,0.0,296.89293864999996,2.4107412037037026,263.33912926125
2025-01-01,13,2025-01-01 02:10:00,2025-01-01 02:20:00,2:10-2:20,0.4751,0.4324,0.4324,614.7117724999999,614.7117724999999,640.8249166666667,0.0,0.0,26.113144166666757,9796.633318712962,9767.618714083332,0.0,0.0,0.0,0.0,292.04956311474996,0.0,0.0,0.0,0.0,292.04956311474996,2.9014604629629743,265.801370429
2025-01-01,14,2025-01-01 02:20:00,2025-01-01 02:30:00,2:20-2:30,0.488,0.4367,0.4367,615.4519875,615.4519875,705.77,0.0,0.0,90.31801250000001,9767.618714083332,9667.26536686111,0.0,0.0,0.0,0.0,300.3405699,0.0,0.0,0.0,0.0,300.3405699,10.035334722222228,268.76788294125
2025-01-01,15,2025-01-01 02:30:00,2025-01-01 02:40:00,2:30-2:40,0.5215,0.4348,0.4348,615.636805,615.636805,684.9959166666665,0.0,0.0,69.35911166666654,9667.26536686111,9590.19968723148,0.0,0.0,0.0,0.0,321.05459380749994,0.0,0.0,0.0,0.0,321.05459380749994,7.706567962962952,267.678882814
2025-01-01,16,2025-01-01 02:40:00,2025-01-01 02:50:00,2:40-2:50,0.5498,0.4335,0.4335,615.746565,615.746565,666.1490833333332,0.0,0.0,50.402518333333205,9590.19968723148,9534.196889083332,0.0,0.0,0.0,0.0,338.537461437,0.0,0.0,0.0,0.0,338.537461437,5.600279814814803,266.9261359275
2025-01-01,17,2025-01-01 02:50:00,2025-01-01 03:00:00,2:50-3:00,0.5471,0.4357,0.4357,616.19208,616.19208,683.6983333333333,0.0,0.0,67.50625333333323,9534.196889083332,9459.189940935184,0.0,0.0,0.0,0.0,337.118686968,0.0,0.0,0.0,0.0,337.118686968,7.500694814814807,268.474889256
2025-01-01,18,2025-01-01 03:00:00,2025-01-01 03:10:00,3:00-3:10,0.5067,0.4374,0.4374,617.2120675,617.2120675,681.0096166666666,0.0,0.0,63.79754916666661,9459.189940935184,9388.303775194443,0.0,0.0,0.0,0.0,312.74135460225,0.0,0.0,0.0,0.0,312.74135460225,7.088616574074071,269.9685583245
2025-01-01,19,2025-01-01 03:10:00,2025-01-01 03:20:00,3:10-3:20,0.4769,0.4371,0.4371,619.024945,619.024945,688.9604333333333,0.0,0.0,69.9354883333333,9388.303775194443,9310.597677046295,0.0,0.0,0.0,0.0,295.2129962705,0.0,0.0,0.0,0.0,295.2129962705,7.770609814814814,270.5758034595
2025-01-01,20,2025-01-01 03:20:00,2025-01-01 03:30:00,3:20-3:30,0.4669,0.4356,0.4356,620.3541399999999,620.3541399999999,696.53,0.0,0.0,76.17586000000006,9310.597677046295,9225.95783260185,0.0,0.0,0.0,0.0,289.64334796599996,0.0,0.0,0.0,0.0,289.64334796599996,8.463984444444455,270.22626338399994
2025-01-01,21,2025-01-01 03:30:00,2025-01-01 03:40:00,3:30-3:40,0.4501,0.4353,0.4353,619.7237724999999,619.7237724999999,658.8951833333333,0.0,0.0,39.171410833333425,9225.95783260185,9182.434042787036,0.0,0.0,0.0,0.0,278.93767000224994,0.0,0.0,0.0,0.0,278.93767000224994,4.352378981481493,269.76575816925
2025-01-01,22,2025-01-01 03:40:00,2025-01-01 03:50:00,3:40-3:50,0.4608,0.436,0.436,620.6195799999999,620.6195799999999,651.7916,0.0,0.0,31.17202000000009,9182.434042787036,9147.798465009259,0.0,0.0,0.0,0.0,285.98150246399996,0.0,0.0,0.0,0.0,285.98150246399996,3.463557777777789,270.59013688
2025-01-01,23,2025-01-01 03:50:00,2025-01-01 04:00:00,3:50-4:00,0.4927,0.4378,0.4378,623.036225,623.036225,683.2183333333334,0.0,0.0,60.18210833333342,9147.798465009259,9080.92945575,0.0,0.0,0.0,0.0,306.9699480575,0.0,0.0,0.0,0.0,306.9699480575,6.686900925925938,272.765259305
2025-01-01,24,2025-01-01 04:00:00,2025-01-01 04:10:00,4:00-4:10,0.4976,0.4401,0.4401,623.3426675,623.3426675,687.3103833333332,0.0,0.0,63.96771583333327,9080.92945575,9009.854215935185,0.0,0.0,0.0,0.0,310.175311348,0.0,0.0,0.0,0.0,310.175311348,7.107523981481478,274.33310796675
2025-01-01,25,2025-01-01 04:10:00,2025-01-01 04:20:00,4:10-4:20,0.4889,0.4389,0.4389,622.4257024999999,622.4257024999999,694.8344666666667,0.0,0.0,72.40876416666674,9009.854215935185,8929.400033527778,0.0,0.0,0.0,0.0,304.30392595225,0.0,0.0,0.0,0.0,304.30392595225,8.045418240740753,273.18264082725
2025-01-01,26,2025-01-01 04:20:00,2025-01-01 04:30:00,4:20-4:30,0.4885,0.4364,0.4364,623.0047599999999,623.0047599999999,710.04,0.0,0.0,87.03524000000004,8929.400033527778,8832.694211305556,0.0,0.0,0.0,0.0,304.33782525999993,0.0,0.0,0.0,0.0,304.33782525999993,9.670582222222231,271.879277264
2025-01-01,27,2025-01-01 04:30:00,2025-01-01 04:40:00,4:30-4:40,0.5042,0.4393,0.4393,626.61445,626.61445,702.8703666666667,0.0,0.0,76.25591666666662,8832.694211305556,8747.96541500926,0.0,0.0,0.0,0.0,315.93900569,0.0,0.0,0.0,0.0,315.93900569,8.47287962962963,275.271727885
2025-01-01,28,2025-01-01 04:40:00,2025-01-01 04:50:00,4:40-4:50,0.5178,0.4422,0.4422,627.7103000000001,627.7103000000001,710.3095,0.0,0.0,82.59919999999988,8747.96541500926,8656.18852612037,0.0,0.0,0.0,0.0,325.02839334000004,0.0,0.0,0.0,0.0,325.02839334000004,9.17768888888888,277.57349466
2025-01-01,29,2025-01-01 04:50:00,2025-01-01 05:00:00,4:50-5:00,0.5042,0.4395,0.4395,624.9711124999999,624.9711124999999,723.6499999999999,0.0,0.0,98.67888749999997,8656.18852612037,8546.545317787037,0.0,0.0,0.0,0.0,315.1104349224999,0.0,0.0,0.0,0.0,315.1104349224999,10.964320833333336,274.67480394374996
2025-01-01,30,2025-01-01 05:00:00,2025-01-01 05:10:00,5:00-5:10,0.4639,0.4333,0.4333,623.4054925,623.4054925,701.3701333333333,0.00034999999999999994,0.0,77.96429083333328,8546.545317787037,8459.918327972222,0.0,0.0,0.0,0.0,289.19780797075,0.0,0.0,0.0,0.0,289.19780797075,8.66269898148148,270.12159990025003
2025-01-01,31,2025-01-01 05:10:00,2025-01-01 05:20:00,5:10-5:20,0.4899,0.4439,0.4439,628.4916575,628.4916575,717.02055,0.0,0.0,88.52889249999998,8459.918327972222,8361.55289186111,0.0,0.0,0.0,0.0,307.89806300925,0.0,0.0,0.0,0.0,307.89806300925,9.836543611111114,278.98744676425
2025-01-01,32,2025-01-01 05:20:00,2025-01-01 05:30:00,5:20-5:30,0.5194,0.4301,0.4301,626.4482874999999,626.4482874999999,742.765,0.0,0.0,116.31671250000011,8361.55289186111,8232.312100194444,0.0,0.0,0.0,0.0,325.3772405274999,0.0,0.0,0.0,0.0,325.3772405274999,12.924079166666685,269.4354084537499
2025-01-01,33,2025-01-01 05:30:00,2025-01-01 05:40:00,5:30-5:40,0.4459,0.3713,0.3713,1443.4041583333333,1443.4041583333333,691.4395,0.004983333333333333,751.9696416666666,0.0,8232.312100194444,8909.084777694443,0.0,0.0,0.0,0.0,643.6139142008333,0.0,0.0,0.0,0.0,643.6139142008333,75.19696416666665,535.9359639891667
2025-01-01,34,2025-01-01 05:40:00,2025-01-01 05:50:00,5:40-5:50,0.6726,0.5708,0.5708,669.1823949999999,669.1823949999999,749.6888833333334,0.0,0.0,80.50648833333344,8909.084777694443,8819.63312399074,0.0,0.0,0.0,0.0,450.09207887699995,0.0,0.0,0.0,0.0,450.09207887699995,8.945165370370386,381.96931106599993
2025-01-01,35,2025-01-01 05:50:00,2025-01-01 06:00:00,5:50-6:00,1.0693,0.9099,0.9099,769.6627224999999,769.6627224999999,894.8966666666666,0.0,0.0,125.23394416666679,8819.63312399074,8680.484297138888,0.0,0.0,0.0,0.0,823.0003491692498,0.0,0.0,0.0,0.0,823.0003491692498,13.914882685185205,700.3161112027499
