date,issue_hour,t,interval,forecast_load_kwh,forecast_pv_kwh,forecast_price,objective_price,margin_kwh,reserve_grid_kwh,q0_kwh,previous_active_kwh,new_active_kwh,planned_charge_kwh,planned_discharge_kwh,planned_end_soc_kwh,reserve_slack_soc_kwh
2025-03-01,0,0,0:00-0:10,384.4711333333333,0.0,0.3121,0.30696592261904765,15.48263333333341,186.99866527777777,1233.2871,1233.2871,1233.2871,833.3333333333333,0.0,7504.435242294623,0.0
2025-03-01,0,1,0:10-0:20,375.2110333333333,0.0,0.3234,0.32110848214285725,17.57693333333333,162.95318194444457,1226.1212999999998,1226.1212999999998,1226.1212999999998,833.3333333333333,0.0,8254.435242294623,0.0
2025-03-01,0,2,0:20-0:30,414.58500000000004,0.0,0.3279,0.3246023809523811,23.706666666666706,139.8849236111114,1271.625,1271.625,1271.625,833.3333333333333,0.0,9004.435242294623,0.0
2025-03-01,0,3,0:30-0:40,428.0718333333333,0.0,0.3323,0.32934523809523814,20.284400000000005,155.28804861111138,448.3562333333333,448.3562333333333,448.3562333333333,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,4,0:40-0:50,435.4959666666667,0.0,0.3513,0.3482174107142857,23.76921666666658,154.22219930555582,459.26518333333325,459.26518333333325,459.26518333333325,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,5,0:50-1:00,447.45333333333326,0.0,0.3682,0.366091369047619,38.063333333333276,137.43738055555554,485.51666666666654,485.51666666666654,485.51666666666654,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,6,1:00-1:10,446.85431666666665,0.0,0.3497,0.35290803571428564,22.66611666666671,137.26842222222217,469.52043333333336,469.52043333333336,469.52043333333336,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,7,1:10-1:20,441.14121666666665,0.0,0.3281,0.3310441964285714,23.050800000000095,128.46201597222222,464.19201666666675,464.19201666666675,464.19201666666675,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,8,1:20-1:30,431.12666666666667,0.0,0.3328,0.33121249999999985,30.656666666666638,135.1033472222225,461.7833333333333,461.7833333333333,461.7833333333333,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,9,1:30-1:40,415.9797,0.0,0.3614,0.3616107142857143,25.718883333333224,146.51286111111136,441.6985833333332,441.6985833333332,441.6985833333332,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,10,1:40-1:50,437.75741666666664,0.0,0.367,0.36508883928571423,17.257849999999962,151.1159479166666,455.0152666666666,455.0152666666666,455.0152666666666,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,11,1:50-2:00,479.28499999999997,0.0,0.3485,0.34063839285714287,43.41833333333341,164.62175138888875,522.7033333333334,522.7033333333334,522.7033333333334,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,12,2:00-2:10,476.2475833333333,0.0,0.3507,0.34495565476190476,20.641516666666575,193.10904305555545,496.88909999999987,496.88909999999987,496.88909999999987,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,13,2:10-2:20,455.2829,0.0,0.3739,0.37446636904761904,29.626216666666664,188.13728194444423,484.90911666666665,484.90911666666665,484.90911666666665,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,14,2:20-2:30,446.51166666666666,0.0,0.3905,0.3922386904761905,25.910000000000082,188.53809374999975,472.42166666666674,472.42166666666674,472.42166666666674,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,15,2:30-2:40,455.2314833333333,0.0,0.3742,0.36739925595238093,12.508883333333415,230.80956527777772,467.7403666666667,467.7403666666667,467.7403666666667,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,16,2:40-2:50,468.02953333333335,0.0,0.3648,0.3582677083333334,21.989616666666677,256.61841388888894,490.01915,490.01915,490.01915,0.0,0.0,9004.435242294623,0.0
2025-03-01,0,17,2:50-3:00,477.965,0.0,0.3709,0.3715339285714286,27.47466666666662,275.5213840277779,505.4396666666666,505.4396666666666,505.4396666666666,0.0,0.0,9004.435242294623,0.0
