date,issue_hour,t,interval,forecast_load_kwh,forecast_pv_kwh,forecast_price,objective_price,margin_kwh,reserve_grid_kwh,q0_kwh,previous_active_kwh,new_active_kwh,planned_charge_kwh,planned_discharge_kwh,planned_end_soc_kwh,reserve_slack_soc_kwh
2025-02-01,0,0,0:00-0:10,454.3254333333333,0.0,0.34257499999999996,0.3394013440860214,31.87859999999995,599.7072638888895,1319.5373666666665,1319.5373666666665,1319.5373666666665,833.3333333333333,0.0,8101.026421393297,0.0
2025-02-01,0,1,0:10-0:20,446.6726833333333,0.0,0.35675,0.3549540322580644,28.591583333333233,638.4489872222225,475.2642666666665,475.2642666666665,475.2642666666665,0.0,0.0,8101.026421393297,0.0
2025-02-01,0,2,0:20-0:30,443.3066666666667,0.0,0.339675,0.33224704301075264,35.688333333333276,679.9635988888892,1312.3283333333331,1312.3283333333331,1312.3283333333331,833.3333333333333,0.0,8851.026421393297,0.0
2025-02-01,0,3,0:30-0:40,476.9869166666666,0.0,0.330125,0.3254413978494624,41.44878333333327,732.4461738888892,1351.769033333333,1351.769033333333,1351.769033333333,833.3333333333333,0.0,9601.026421393297,0.0
2025-02-01,0,4,0:40-0:50,484.26815,0.0,0.352175,0.3508862903225806,35.53623333333337,777.0152555555557,519.8043833333334,519.8043833333334,519.8043833333334,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,5,0:50-1:00,468.2083333333333,0.0,0.38130000000000003,0.3820303763440861,54.52831666666668,802.1570122222223,522.73665,522.73665,522.73665,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,6,1:00-1:10,490.43896666666666,0.0,0.37044999999999995,0.3772999999999999,32.2972666666667,814.4031426388891,522.7362333333333,522.7362333333333,522.7362333333333,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,7,1:10-1:20,487.2113166666666,0.0,0.357475,0.3643911290322581,40.168519444444655,827.4599505555556,527.3798361111112,527.3798361111112,527.3798361111112,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,8,1:20-1:30,464.605,0.0,0.362625,0.3648991935483872,43.15666666666675,822.5897441666668,507.76166666666677,507.76166666666677,507.76166666666677,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,9,1:30-1:40,494.27239999999995,0.0,0.367375,0.37149758064516136,43.49141666666662,775.4752858333335,537.7638166666666,537.7638166666666,537.7638166666666,0.0,0.0,9601.026421393297,0.0
2025-02-01,0,10,1:40-1:50,505.68944999999997,0.0,0.3579,0.3594798387096773,36.02753333333328,745.2387633333335,541.7169833333332,541.7169833333332,541.7169833333332,0.0,0.0,9601.026421393297,0.0
