date,issue_hour,t,interval,forecast_load_kwh,forecast_pv_kwh,forecast_price,objective_price,margin_kwh,reserve_grid_kwh,q0_kwh,previous_active_kwh,new_active_kwh,planned_charge_kwh,planned_discharge_kwh,planned_end_soc_kwh,reserve_slack_soc_kwh
2025-03-01,0,0,0:00-0:10,384.4711333333333,0.0,0.3121,0.30696592261904765,15.48263333333341,186.99866527777777,1233.2871,1233.2871,1233.2871,833.3333333333333,0.0,7504.435242294623,0.0
2025-03-01,0,1,0:10-0:20,375.2110333333333,0.0,0.3234,0.32110848214285725,17.57693333333333,162.95318194444457,667.7454125155314,667.7454125155314,667.7454125155314,274.9574458488648,0.0,7751.896943558601,0.0
2025-03-01,0,2,0:20-0:30,414.58500000000004,0.0,0.3279,0.3246023809523811,23.706666666666706,139.8849236111114,438.29166666666674,438.29166666666674,438.29166666666674,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,3,0:30-0:40,428.0718333333333,0.0,0.3323,0.32934523809523814,20.284400000000005,155.28804861111138,448.3562333333333,448.3562333333333,448.3562333333333,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,4,0:40-0:50,435.4959666666667,0.0,0.3513,0.3482174107142857,23.76921666666658,154.22219930555582,459.26518333333325,459.26518333333325,459.26518333333325,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,5,0:50-1:00,447.45333333333326,0.0,0.3682,0.366091369047619,38.063333333333276,137.43738055555554,485.51666666666654,485.51666666666654,485.51666666666654,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,6,1:00-1:10,446.85431666666665,0.0,0.3497,0.35290803571428564,22.66611666666671,137.26842222222217,469.52043333333336,469.52043333333336,469.52043333333336,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,7,1:10-1:20,441.14121666666665,0.0,0.3281,0.3310441964285714,23.050800000000095,128.46198382936507,464.19201666666675,464.19201666666675,464.19201666666675,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,8,1:20-1:30,431.12666666666667,0.0,0.3328,0.33121249999999985,30.656666666666638,135.10331507936536,461.7833333333333,461.7833333333333,461.7833333333333,0.0,0.0,7751.896943558601,0.0
2025-03-01,0,9,1:30-1:40,415.9797,0.0,0.3614,0.3616107142857143,25.718883333333224,146.5128289682542,441.6985833333332,441.6985833333332,441.6985833333332,0.0,0.0,7751.896943558601,0.0
