date,issue_hour,t,interval,forecast_load_kwh,forecast_pv_kwh,forecast_price,objective_price,margin_kwh,reserve_grid_kwh,q0_kwh,previous_active_kwh,new_active_kwh,planned_charge_kwh,planned_discharge_kwh,planned_end_soc_kwh,reserve_slack_soc_kwh
2025-11-01,0,0,0:00-0:10,379.20731666666666,0.0,0.32280000000000003,0.3101379464285715,24.783233333333328,54.717625,403.99055,403.99055,403.99055,0.0,0.0,6817.534118101852,0.0
2025-11-01,0,1,0:10-0:20,386.2202333333333,0.0,0.33470000000000005,0.32001294642857153,23.562299999999937,73.59758333333335,409.7825333333332,409.7825333333332,409.7825333333332,0.0,0.0,6817.534118101852,0.0
2025-11-01,0,2,0:20-0:30,430.3733333333333,0.0,0.34592500000000004,0.33104821428571435,19.311666666666724,62.77365833333303,449.685,449.685,449.685,0.0,0.0,6817.534118101852,0.0
2025-11-01,0,3,0:30-0:40,430.1555166666667,0.0,0.33992500000000003,0.3260535714285715,14.377483333333316,65.58148749999994,444.533,444.533,444.533,0.0,0.0,6817.534118101852,0.0
2025-11-01,0,4,0:40-0:50,421.9477499999999,0.0,0.32757499999999995,0.31427410714285703,14.940866666666693,61.13012499999992,436.8886166666666,436.8886166666666,436.8886166666666,0.0,0.0,6817.534118101852,0.0
2025-11-01,0,5,0:50-1:00,420.615,0.0,0.320875,0.30803080357142854,17.953333333333376,56.296108333333336,957.3737429673733,957.3737429673733,957.3737429673733,518.80540963404,0.0,7284.458986772488,0.0
2025-11-01,0,6,1:00-1:10,407.09431666666666,0.0,0.32627500000000004,0.31561785714285717,23.679666666666662,50.26873333333339,430.7739833333333,430.7739833333333,430.7739833333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,7,1:10-1:20,431.538,0.0,0.35015,0.34267544642857134,23.081783333333306,59.900345833333375,454.6197833333333,454.6197833333333,454.6197833333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,8,1:20-1:30,476.9483333333333,0.0,0.36605000000000004,0.3609982142857143,22.446666666666715,49.37875833333318,499.39500000000004,499.39500000000004,499.39500000000004,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,9,1:30-1:40,469.23274999999995,0.0,0.338175,0.33334419642857144,25.85338333333334,48.132524999999916,495.0861333333333,495.0861333333333,495.0861333333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,10,1:40-1:50,444.26103333333333,0.0,0.32195,0.3162535714285714,21.697850000000017,22.70845833333334,465.95888333333335,465.95888333333335,465.95888333333335,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,11,1:50-2:00,426.1333333333333,0.0,0.33285,0.3241473214285714,24.149999999999977,15.045937500000008,450.2833333333333,450.2833333333333,450.2833333333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,12,2:00-2:10,408.9616166666666,0.0,0.3351,0.32077455357142853,23.729833333333318,16.712549999999837,432.6914499999999,432.6914499999999,432.6914499999999,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,13,2:10-2:20,424.99786666666665,0.0,0.33785000000000004,0.3275683035714286,26.372100000000046,24.099179166666545,451.3699666666667,451.3699666666667,451.3699666666667,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,14,2:20-2:30,455.37833333333333,0.0,0.342625,0.3411848214285714,19.800000000000068,28.023745833333237,475.1783333333334,475.1783333333334,475.1783333333334,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,15,2:30-2:40,441.94089999999994,0.0,0.33995,0.3344388392857144,21.23406666666665,31.173158333333234,463.1749666666666,463.1749666666666,463.1749666666666,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,16,2:40-2:50,412.9875833333333,0.0,0.353225,0.3427526785714285,18.648900000000026,30.831724999999892,431.63648333333333,431.63648333333333,431.63648333333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,17,2:50-3:00,402.905,0.0,0.369625,0.36014821428571425,23.52166666666676,33.53289166666656,426.42666666666673,426.42666666666673,426.42666666666673,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,18,3:00-3:10,417.19803333333334,0.0,0.350425,0.34271071428571437,23.916150000000016,34.837966666666745,441.11418333333336,441.11418333333336,441.11418333333336,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,19,3:10-3:20,413.7188166666666,0.0,0.330375,0.3231526785714286,19.448416666666617,20.587789880952357,433.16723333333323,433.16723333333323,433.16723333333323,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,20,3:20-3:30,408.26666666666665,0.0,0.33604999999999996,0.32987321428571426,19.345000000000027,26.723045833333245,427.6116666666667,427.6116666666667,427.6116666666667,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,21,3:30-3:40,451.09956666666665,0.0,0.35989999999999994,0.35766249999999994,18.111216666666678,36.6798696428572,469.2107833333333,469.2107833333333,469.2107833333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,22,3:40-3:50,456.84913333333327,0.0,0.365625,0.36314866071428564,19.827549999999974,30.54274821428568,476.67668333333324,476.67668333333324,476.67668333333324,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,23,3:50-4:00,425.32499999999993,0.0,0.351425,0.34555044642857136,23.43500000000006,20.286439285714337,448.76,448.76,448.76,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,24,4:00-4:10,440.46591666666666,0.0,0.346225,0.3419058035714287,18.17691666666667,43.99986190476184,458.64283333333333,458.64283333333333,458.64283333333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,25,4:10-4:20,446.6893666666666,0.0,0.34059999999999996,0.3378419642857143,21.59964999999994,45.73676666666638,468.28901666666656,468.28901666666656,468.28901666666656,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,26,4:20-4:30,428.7366666666667,0.0,0.33915,0.33603526785714294,16.76666666666665,65.59749464285721,445.50333333333333,445.50333333333333,445.50333333333333,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,27,4:30-4:40,434.1651333333333,0.00021428571428571422,0.35969999999999996,0.3574620535714285,26.747216666666645,78.03031964285674,460.9121357142857,460.9121357142857,460.9121357142857,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,28,4:40-4:50,455.45536666666663,0.0,0.377425,0.37528660714285716,29.26902142857142,74.47583392857115,484.72438809523806,484.72438809523806,484.72438809523806,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,29,4:50-5:00,464.65,0.0,0.374025,0.3702285714285713,17.81666666666672,98.00494464285676,482.4666666666667,482.4666666666667,482.4666666666667,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,30,5:00-5:10,442.5291333333333,0.0035261904761904753,0.357325,0.35166473214285715,17.39268571428579,98.35411130952353,459.9182928571429,459.9182928571429,459.9182928571429,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,31,5:10-5:20,427.09186666666665,0.0,0.36617500000000003,0.36040625000000004,20.701635714285658,111.85461488095224,447.7935023809523,447.7935023809523,447.7935023809523,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,32,5:20-5:30,446.98,0.0,0.3623,0.3587924107142858,23.671666666666624,163.17419523809505,470.65166666666664,470.65166666666664,470.65166666666664,0.0,0.0,7284.458986772488,0.0
2025-11-01,0,33,5:30-5:40,490.6655166666667,0.049121428571428566,0.308,0.30787901785714283,26.20335952380958,230.07095119047594,1350.1530880952382,1350.1530880952382,1350.1530880952382,833.3333333333333,0.0,8034.458986772488,0.0
2025-11-01,0,34,5:40-5:50,484.9207833333333,0.0,0.4841,0.48554241071428567,24.642283333333353,262.4237220238094,0.0,0.0,0.0,0.0,509.56306666666666,7468.277801587303,0.0
2025-11-01,0,35,5:50-6:00,434.06,0.0,0.78785,0.7901705357142857,35.435,319.3556303571435,0.0,0.0,0.0,0.0,469.495,6946.616690476191,0.0
2025-11-01,0,36,6:00-6:10,413.1488333333333,0.6841666666666666,0.810925,0.8178165178571432,24.540409523809444,359.89183095238155,0.0,0.0,0.0,0.0,437.0050761904761,6461.055494708996,0.0
2025-11-01,0,37,6:10-6:20,410.5402333333333,0.0,0.7667999999999999,0.781475892857143,34.954185714285586,414.6364166666673,0.0,0.0,0.0,0.0,445.49441904761886,5966.061695767197,0.0
2025-11-01,0,38,6:20-6:30,417.04166666666663,0.0,0.7781499999999999,0.7994575892857141,36.451607142857256,509.1162791666672,0.0,0.0,0.0,0.0,453.4932738095239,5462.180280423282,0.0
